"y","z1","z2"
0,-1.05690432527213,-0.557657448834762
0,-0.932289301219868,0.87756995689848
0,1.56306607538742,0.13151021924687
0,0.252879021043075,-0.46637797321241
0,1.89755941512592,-0.377718433072747
1,-2.07951480027998,0.727972752029295
1,-1.13044980053185,-0.513466750386812
0,-1.40388104378641,-1.04845166496517
1,-1.68130914012682,0.597919321671549
0,-0.902276916377655,-2.40465527562759
0,1.02595851002386,-0.934190352002104
0,1.55035785812594,-1.11413328448795
1,-1.07047137066447,1.60974467484998
1,-0.266078866317548,-0.643877832715453
0,0.585813917320959,-1.38599064755946
0,0.626353903466663,-0.951138530944035
0,0.71531205831703,1.94324605449086
0,-1.23623055640495,0.386025480160004
0,-0.197120178244765,0.561267112480857
0,-1.44475437342253,1.21976656262756
1,0.9820623425117,1.49544112705217
0,0.250205658847075,-0.775420912290941
0,0.988333702312572,0.730735371550037
0,-0.756795271310835,-0.900457480196013
0,0.57614553077444,0.313137049487922
0,-0.721151172090433,0.381271585289639
0,0.490186494667645,-1.1605369341367
1,1.55843329296627,0.36184488614517
0,-1.56662416714517,0.548609155434509
0,-1.30366904730441,0.462178689012803
0,-0.0458384362853005,0.368845887585551
1,1.71363799310263,0.794926151197008
0,-0.971937280047294,1.28247600960629
1,-0.5557309929052,0.51122592608097
1,-1.50135109592047,0.532661411832024
0,0.979045113195581,0.287325216319538
0,0.0257874191667071,-0.353901970172797
0,-1.29679311052758,-0.207311437359493
0,0.240387967334414,-2.05434031857576
0,-0.92295428341746,-0.430288622904346
0,0.872864989959618,-0.114939019939331
0,0.77366674712601,-1.56738458017209
0,-0.611338489464198,0.595065361044238
1,-0.386514155581073,1.06900206540107
0,-0.950516869872084,0.717939532965779
0,-1.90160229435002,1.50957778941355
0,0.155851190025746,-0.0681285137531636
0,0.210319965167967,0.323284714822334
0,-1.23751876139548,0.0107172466780154
0,2.01957046722016,-0.524638923766366
0,-0.136985078253855,1.87005583091723
0,-0.000684039450837285,-0.706333050527135
1,-0.78007817617847,0.120160396891496
1,-0.950253363625305,-0.274330979268305
0,-2.1299742912114,0.710509248384931
1,-2.61035635240338,-1.762900185956
1,0.512218443672167,0.169132612704232
1,-0.37296284600893,-1.392163480942
1,0.134482084018168,0.0191197636814733
1,0.771106054341781,-1.17432754061817
0,1.18010452213432,-0.2630368943401
1,0.409639955275194,0.036575751766177
0,-1.42804502521077,0.916623442150149
0,0.64042721506634,0.709389699970286
1,-0.773880618379355,0.355496009743549
0,0.19127906149756,0.573451487318418
0,0.681038274368621,-1.7362069744869
0,0.399578850070378,-1.51547036422752
0,-0.381655725260126,1.74236733277891
1,0.466295358891391,-0.132491912024685
1,1.14092406839539,-1.06745995001884
1,-0.00579761006828654,0.0326374804384549
0,-0.534699912260518,1.16423056637289
0,-2.46886396224597,0.232140578899958
0,1.46212353180641,-1.07977386417504
0,0.32183287402392,1.58037462553291
0,-0.542334405836528,-1.47003100043832
1,-0.197025417547523,0.576584958428788
1,0.626289319790791,-0.0782987671621701
1,0.609379186415089,1.68501434075757
1,-0.921562125077967,0.181316567845475
0,0.874304321834649,0.971818602266576
0,-0.431458332334276,-0.327855979037732
0,-1.83766653264862,-1.0793486735791
0,0.649039503039198,-0.356421427277846
0,0.16887547145505,-1.08669437491796
1,1.39945884240981,0.0209797674576343
0,-1.53976668022857,0.0790784348255307
0,-0.341189769523063,-1.02721549045575
0,0.665654354345402,1.08949869139192
0,1.14874687652876,1.22946349592451
0,-1.00771378065213,0.354296336607696
0,0.932725821942146,-2.28680531746475
0,-1.27159777752084,1.5208954423897
0,-1.05247105683577,0.347495047800808
0,-1.0573012248358,-1.0453653288271
1,-0.212714674192526,1.11313321644526
0,-0.819027773096334,0.443590187975685
0,-0.199006755259698,-0.110415504127676
0,0.0276534771205825,0.288022425148377
0,-0.0331731826359143,-1.3074743463205
0,-0.550718122457268,-0.998056588429106
0,-0.860003271275665,-1.0799555494299
0,0.397281925893535,-1.74396443154232
0,1.58857428246853,1.4842392120001
0,-1.30013480785994,-1.5129216420308
0,-2.392336584652,0.283575482071419
0,0.137860468010703,0.409653069037645
0,1.55652760922327,0.542429051556519
0,0.0609476978658783,0.742422797216279
0,-0.870407033753095,-0.938774846279854
0,0.123321626937133,0.294535644330445
0,1.50974017910322,-0.012710473878796
0,-0.147636418603475,0.955526995773224
0,0.00350214761564017,1.10327210485484
1,-1.41728920892171,-1.54064714679516
0,0.243121839054757,1.66496293776031
1,-0.739909702364693,-0.349945860892412
0,0.665962748559815,0.341287140989777
1,1.04626547504415,-0.775493891043485
0,-0.919269186098259,-0.518727223367832
0,1.81168351086249,-0.232524591164855
0,2.16496554333023,-0.0313223381211475
0,-0.464560918371357,0.502679141144092
1,0.453509021673693,0.328034026135328
1,0.383721620099891,0.208864966704861
0,-0.368939573507605,-0.330005717102653
0,0.871171634421635,0.605345906766147
1,-0.43788146546989,0.480184000221164
0,-1.12782431263156,1.12518477880641
0,0.688916877899922,-0.116976402676224
0,0.603313652133057,1.20156990705512
0,-2.89350938478882,0.469936239735571
1,0.1418602271724,2.35743878715877
0,-0.575382778188699,-1.79254885419584
1,1.01477432879652,-1.01934963532368
0,-1.39452893292692,-0.182589148954404
1,0.954768662919428,-1.13668121073299
0,1.58976622863532,-0.0740149608502572
1,2.72689839731548,-1.14359674033589
0,-1.37535396327198,2.07411140974253
1,0.722162311386135,-2.11637009342333
0,-0.197239258572627,0.321298622616781
1,-1.24084090928551,-1.62638255976528
0,-0.732385983440124,0.0608677946606612
0,1.15500115917751,1.54352623289484
0,-1.63662605640241,0.704519129785705
1,-0.446993447371963,0.813115526162104
0,0.262525300183283,0.710443458527758
0,1.11115134682554,-2.29211177654491
1,0.495914030892584,-1.44540709291225
0,1.04428365347382,-0.013755546008291
1,0.524216871926396,0.37012429210886
0,-1.04665851804791,-0.370542915033011
0,-0.342182654990902,0.44161408993954
0,2.34106518790687,-1.69719808753697
1,0.910583747212255,0.72459481274513
0,-0.535641940436945,0.605660717210208
1,1.34730073077699,1.55707846356007
0,-1.31642076166864,-0.499825913740655
0,-1.0209484960589,-0.367360795409079
0,1.11911135223663,-1.49879024661478
0,-0.0289785649914636,0.333705675792148
0,-0.849552775236756,0.596868739136474
0,1.74483226673812,0.0510274592130771
0,-0.451428496447848,0.143931701955233
1,-0.93619899924216,-0.143952897427199
0,-0.294647645352939,-1.43638463781865
0,-0.469647542847229,1.08389750385507
0,-0.462341264336543,0.508934724955753
1,1.72173702269036,0.7862441280064
0,-0.706114174492078,-0.155028720346225
0,-1.13992064876968,-0.481037285995027
0,0.0458833532197369,1.40479459785808
0,1.64800749100693,-0.261157521225692
0,0.490958347035028,0.399826067696579
0,-0.246815980972492,0.691197496922734
1,2.15428620411916,-0.272217582293192
0,-1.19066510604553,-1.36374735341178
0,-0.285529839680609,-0.760144764165327
0,0.991823578950907,1.03128353227152
0,-0.113955895753153,0.855081375496479
0,0.522930172422703,0.844508238303004
0,-0.289721143927722,0.489423989644263
0,1.13698724057799,-0.80431008724031
0,-0.339949413855465,0.856491578624181
1,-0.0981795408428831,-0.621065532630827
0,-0.0670981060077682,2.59800796126788
0,-1.24479658841739,-0.366709877731097
1,-0.73433424558468,0.053094493548418
0,0.497485439278959,-1.52082144298945
0,1.21650848830496,-0.532804726739167
0,-0.367875531854111,0.749466296628507
0,-1.35255101332502,0.492081335175688
0,-1.27314384317411,-0.174752947109857
0,-1.47004368387341,1.1596967841792
0,0.142439606967817,-0.316044096428792
0,1.22218469456594,0.103585152941984
0,1.11353667007524,0.0784052044745123
0,-1.49502506216204,0.22020031186848
,0.556322255009466,0.494155757242041
,-0.0382443724637949,0.706734330549187
,1.32460909365179,0.380696531777159
,-0.216413762256965,1.13198841630793
,1.82301854856816,-0.669957745359397
,1.30852033203562,1.65271204256887
,1.23133635443708,0.162177442521403
,1.77164906873873,-0.235108378474099
,0.471785411551659,-0.580166087766393
,-0.998667485615722,-1.91056229968795
,1.73320550446793,1.69540441375301
,-0.208604892722214,1.09310532260836
,3.43225544053921,1.37883424609844
,-0.252617263525302,0.586067965809532
,1.20233011075225,-1.36131736857389
,0.913291503124363,0.829435246055171
,0.234207753527237,0.245860688425053
,0.986633528518778,0.543595014087209
,0.315241476819482,-0.301775561589482
,-1.45068265175901,-0.834091122796017
,3.32698660997193,1.69823109167594
,0.658747374911211,1.84229919919576
,0.389047011366624,-1.20944964328683
,0.61385106078418,0.98025926987337
,-0.691196524870913,0.701408793950625
,1.72227953310097,-0.715143671421558
,1.37176814508173,0.746298644528526
,-0.226434945725128,0.626120231454532
,0.887341003848078,-0.553644487731779
,0.562793481790411,-0.0412163997566851
,-0.86554562397532,1.09355135232474
,2.28062867312493,-0.933753057985218
,-1.79560740067951,-0.325813042604909
,-0.00426239890659497,-1.11183567994691
,2.02185108612026,0.082229904134203
,1.319521805884,0.736636854516267
,1.77965461421732,-1.28361456435843
,2.19496047167538,0.26058767328071
,1.33103469229234,0.866345122779227
,0.867514244530137,1.42978148178535
,2.36632372227403,-2.80062888407245
,1.51376373094014,-0.228491025400348
,-1.41183379123345,-0.848967241086397
,-0.527037116546859,-0.192749448202555
,0.450155743078822,-1.58789602187737
,1.59221650465832,0.662930251017606
,-0.766336198882633,-0.336931709502513
,1.74310428253867,-1.96953170061757
,1.67627480874763,0.308827029144429
,2.31577938182488,2.48172790055179
,2.55901574041565,1.09731641003464
,0.313000329788619,0.0495207195081955
,1.19618530772134,1.35291616567167
,1.23333648682411,-0.602041771048447
,1.31133961355245,-0.481960702783704
,2.00783589566738,0.208512780605605
,-0.502966397414245,-0.0514843754693814
,1.82933465759086,-0.463716202204752
,-0.471602752530596,1.35758515190112
,1.78000319080535,0.93211226791623
,-0.485212350633511,-0.657227777238982
,1.87716218302019,-0.322954372014115
,0.448870883337178,1.00665106771917
,0.796925162027162,2.1550014279592
,2.06750592151974,-0.0181442582029461
,1.91183770912209,-0.517929715021454
,-0.507986731397956,1.7891257677445
,0.19394659869714,-0.0410946098707227
,0.160498000864347,0.701761714371067
,1.76541167778858,-0.426544757980954
,1.98024959541211,-0.73075704414477
,-0.70128767556521,0.88618808868716
,-0.578394965678058,2.64567756470268
,0.490889497175054,0.317747206962582
,0.561684721193635,-0.175911980204364
,-0.763627038504193,0.620176848091835
,-1.03792528852346,-0.442398693821755
,0.680558479151072,0.176517338015407
,2.40700879427885,0.428419158533813
,0.933492674910433,-0.603063934642119
,0.238307438599042,1.00099127539236
,0.360632434535097,0.527788984721404
,0.983246894927262,-0.607316061046452
,1.59673297588087,0.895591260247773
,0.306683508048831,-0.581007758612033
,1.09695781648623,-1.000736475909
,0.816147366538147,0.405542601249584
,1.5361780246167,1.88650368509644
,0.754833233281424,0.342215961637198
,0.589520069040891,0.628371788098164
,0.479695897921523,-1.1503392788421
,1.0559539785548,0.0390715792188967
,2.22412937730251,0.230239857391398
